feature,mean_importance
Orientation,0.0004898557825613329
Relative_Compactness,0.015101385387137383
Surface_Area,0.03610960420965477
Wall_Area,0.041618940348288086
Glazing_Area,0.046739417233982554
Glazing_Area_Distribution,0.047622646357955586
Roof_Area,0.04965564247197264
Overall_Height,0.1347633622040323
Cooling_Load,0.7927247333656375
