,0
0,19.119973798915417
1,0.3612088636363637
2,0.3522109090909091
3,0.3430681818181818
4,19.4771947307336
5,0.3612088636363637
6,0.3522109090909091
7,0.3430681818181818
8,19.834415662551784
9,0.3612088636363637
10,0.3522109090909091
11,0.3430681818181818
12,20.191636594369967
13,0.3612088636363637
14,0.3522109090909091
15,0.3430681818181818
16,20.54885752618815
17,0.3612088636363637
18,0.3522109090909091
19,0.3430681818181818
20,20.906078458006334
21,0.3612088636363637
22,0.3522109090909091
23,0.3430681818181818
24,21.263299389824518
25,0.3612088636363637
26,0.3522109090909091
27,0.3430681818181818
28,19.54005940440313
29,-0.3612088636363637
30,-0.3522109090909091
31,-0.3430681818181818
32,19.897280336221314
33,-0.3612088636363637
34,-0.3522109090909091
35,-0.3430681818181818
36,19.89728034861452
37,-0.3612088636363637
38,-0.3522109090909091
39,-0.3430681818181818
40,19.89728034861452
41,-0.3612088636363637
42,-0.3522109090909091
43,-0.3430681818181818
44,19.89728034861452
45,-0.3612088636363637
46,-0.3522109090909091
47,-0.3430681818181818
48,19.89728034861452
49,-0.3612088636363637
50,-0.3522109090909091
51,-0.3430681818181818
52,19.89728034861452
53,-0.3612088636363637
54,-0.3522109090909091
55,-0.3430681818181818
56,19.89728034861452
57,-0.3612088636363637
58,-0.3522109090909091
59,-0.3430681818181818
60,19.89728034861452
61,-0.3612088636363637
62,-0.3522109090909091
63,-0.3430681818181818
64,19.89728034861452
65,-0.3612088636363637
66,-0.3522109090909091
67,-0.3430681818181818
68,19.89728034861452
69,-0.3612088636363637
70,-0.3522109090909091
71,-0.3430681818181818
72,19.89728034861452
73,-0.3612088636363637
74,-0.3522109090909091
75,-0.3430681818181818
76,20.040059413534053
77,-0.3612088636363637
78,-0.3522109090909091
79,-0.3430681818181818
80,20.397280345352236
81,-0.3612088636363637
82,-0.3522109090909091
83,-0.3430681818181818
84,20.39728034861452
85,-0.3612088636363637
86,-0.3522109090909091
87,-0.3430681818181818
88,20.39728034861452
89,-0.3612088636363637
90,-0.3522109090909091
91,-0.3430681818181818
92,20.39728034861452
93,-0.3612088636363637
94,-0.3522109090909091
95,-0.3430681818181818
96,20.39728034861452
97,-0.3612088636363637
98,-0.3522109090909091
99,-0.3430681818181818
100,20.39728034861452
101,-0.3612088636363637
102,-0.3522109090909091
103,-0.3430681818181818
104,20.39728034861452
105,-0.3612088636363637
106,-0.3522109090909091
107,-0.3430681818181818
108,20.39728034861452
109,-0.3612088636363637
110,-0.3522109090909091
111,-0.3430681818181818
112,20.39728034861452
113,-0.3612088636363637
114,-0.3522109090909091
115,-0.3430681818181818
116,20.39728034861452
117,-0.3612088636363637
118,-0.3522109090909091
119,-0.3430681818181818
120,20.39728034861452
121,-0.3612088636363637
122,-0.3522109090909091
123,-0.3430681818181818
124,19.067267374114124
125,0.3612088636363637
126,0.3522109090909091
127,0.3430681818181818
128,19.424488305932307
129,0.3612088636363637
130,0.3522109090909091
131,0.3430681818181818
132,19.78170923775049
133,0.3612088636363637
134,0.3522109090909091
135,0.3430681818181818
136,20.138930169568674
137,0.3612088636363637
138,0.3522109090909091
139,0.3430681818181818
140,20.496151101386857
141,0.3612088636363637
142,0.3522109090909091
143,0.3430681818181818
144,20.85337203320504
145,0.3612088636363637
146,0.3522109090909091
147,0.3430681818181818
148,21.210592965023224
149,0.3612088636363637
150,0.3522109090909091
151,0.3430681818181818
152,21.567813896841407
153,0.3612088636363637
154,0.3522109090909091
155,0.3430681818181818
156,21.92503482865959
157,0.3612088636363637
158,0.3522109090909091
159,0.3430681818181818
160,22.282255760477774
161,0.3612088636363637
162,0.3522109090909091
163,0.3430681818181818
164,22.639476692295958
165,0.3612088636363637
166,0.3522109090909091
167,0.3430681818181818
168,22.99669762411414
169,0.3612088636363637
170,0.3522109090909091
171,0.3430681818181818
172,19.531452684960353
173,-0.3612088636363637
174,-0.3522109090909091
175,-0.3430681818181818
176,19.88867361677854
177,-0.3612088636363637
178,-0.3522109090909091
179,-0.3430681818181818
180,20.603115480414914
181,-0.3612088636363637
182,-0.3522109090909091
183,-0.3430681818181818
184,21.317557344051288
185,-0.3612088636363637
186,-0.3522109090909091
187,-0.3430681818181818
188,21.67477827586947
189,-0.3612088636363637
190,-0.3522109090909091
191,-0.3430681818181818
192,22.389220139505838
193,-0.3612088636363637
194,-0.3522109090909091
195,-0.3430681818181818
196,22.39728034861452
197,-0.3612088636363637
198,-0.3522109090909091
199,-0.3430681818181818
200,19.640765467137083
201,0.3612088636363637
202,0.3522109090909091
203,0.3430681818181818
204,19.997986398955266
205,0.3612088636363637
206,0.3522109090909091
207,0.3430681818181818
208,20.35520733077345
209,0.3612088636363637
210,0.3522109090909091
211,0.3430681818181818
212,20.712428262591633
213,0.3612088636363637
214,0.3522109090909091
215,0.3430681818181818
216,21.069649194409816
217,0.3612088636363637
218,0.3522109090909091
219,0.3430681818181818
220,21.426870126228
221,0.3612088636363637
222,0.3522109090909091
223,0.3430681818181818
224,21.784091058046183
225,0.3612088636363637
226,0.3522109090909091
227,0.3430681818181818
228,22.141311989864366
229,0.3612088636363637
230,0.3522109090909091
231,0.3430681818181818
232,22.49853292168255
233,0.3612088636363637
234,0.3522109090909091
235,0.3430681818181818
236,22.855753853500733
237,0.3612088636363637
238,0.3522109090909091
239,0.3430681818181818
240,23.212974785318917
241,0.3612088636363637
242,0.3522109090909091
243,0.3430681818181818
244,20.346223304566593
245,-0.3612088636363637
246,-0.3522109090909091
247,-0.3430681818181818
248,20.703444236384776
249,-0.3612088636363637
250,-0.3522109090909091
251,-0.3430681818181818
252,21.06066516820296
253,-0.3612088636363637
254,-0.3522109090909091
255,-0.3430681818181818
256,21.775107031839326
257,-0.3612088636363637
258,-0.3522109090909091
259,-0.3430681818181818
260,22.132327963657513
261,-0.3612088636363637
262,-0.3522109090909091
263,-0.3430681818181818
264,22.84676982729388
265,-0.3612088636363637
266,-0.3522109090909091
267,-0.3430681818181818
268,22.89728034861452
269,-0.3430681818181818
270,16.655041538827735
271,2.5390408737239873
272,1.7712088636363674
273,0.7622109090909106
274,24.242164159999692
275,-3.5390408737239873
276,-1.4100000000000001
277,-1.4100000000000001
278,-1.4100000000000001
279,-1.4100000000000001
280,1.4100000000000001
281,-0.362210909090912
282,16.643077743373173
283,2.5390408737239873
284,1.771208863636371
285,0.7622109090909177
286,26.75504734771808
287,-6.3836009351765775
288,-3.49422800359282
289,-3.49422800359282
290,3.49422800359282
291,-3.49422800359282
292,-3.49422800359282
293,-2.0942280035928214
294,-1.6068438441497825
295,16.938258211899328
296,3.4136484048792184
297,1.8854843369318353
298,0.8854843369318388
299,26.024653756808963
300,-5.801337877227471
301,-3.6343826729164626
302,-3.6343826729164626
303,3.6343826729164626
304,-3.6343826729164626
305,-3.6343826729164626
306,-2.2343826729164604
307,-1.7311617896430747
308,18.37511780280844
309,2.691230677606484
310,1.885484336931853
