feature,mean_importance
Orientation,-1.3853316779135344e-05
Overall_Height,6.938893903907228e-18
Surface_Area,0.0021784544698790673
Wall_Area,0.0024362840426893607
Glazing_Area_Distribution,0.002716654847807462
Relative_Compactness,0.004165600560822479
Glazing_Area,0.013466291327820328
Roof_Area,0.015190611287909949
Cooling_Load,1.5416824087778767
