feature,mean_importance
Roof_Area,-0.0001359032704540325
Surface_Area,0.0
Overall_Height,0.0
Orientation,0.00026048357723653016
Glazing_Area_Distribution,0.000392531009847844
Wall_Area,0.0007985524545689162
Relative_Compactness,0.02653192009651787
Glazing_Area,0.0602989208401933
Cooling_Load,1.8139730419604176
