feature,weight
intercept,-0.404854426199633
Relative_Compactness,0.7735714515888586
Surface_Area,0.5650354241734447
Wall_Area,0.23247195120042644
Roof_Area,0.44804083346942947
Overall_Height,0.697083260342407
Orientation,-0.02231262795727742
Glazing_Area,1.715939289852751
Glazing_Area_Distribution,0.07988218762967116
Cooling_Load,0.42467559451361586
