feature,mean_importance
Orientation,-0.0012172056542847753
Glazing_Area_Distribution,0.007414404970246305
Glazing_Area,0.07461644365212158
Wall_Area,0.14065514160030132
Cooling_Load,0.35529082448403104
Roof_Area,0.4144898644004562
Surface_Area,0.6095149747837022
Overall_Height,0.9599936171542192
Relative_Compactness,1.1072288947792668
